ngram	global_tfidf_sum
صورت انتخاب گزینه	1.669392
دریافت گواهی	1.669163
اقساط تمدید	1.668939
اقساط تمدید خشکسالی	1.668939
تمدید خشکسالی تقسیط	1.668939
خشکسالی تقسیط	1.668939
خشکسالی تقسیط مطالبات	1.668939
گزارش اقساط تمدید	1.668939
خطای مشتری استعلام	1.668783
واحد نمایش جهت	1.668604
هریک	1.668590
تبصره تاریخ	1.668525
نرخ کارمزد	1.668464
سیستم بررسی	1.668422
اخذ دریافت	1.668392
اختلاف	1.668303
تسهیلات درصد	1.668251
درخواست بررسی صورتی	1.668161
همراه مبلغ	1.668045
اصلاح موارد	1.667980
طریق حواله	1.667738
وثیقه درصد	1.667565
socked error دریافت	1.667549
شماره مصوبه تخفیف	1.667521
تایید واریز پیغام	1.666838
خطای درخواست وضعیت	1.666744
set to	1.666540
برداشت شعبه	1.666426
انتقال کد	1.666276
شماره درخواست اطلاعات	1.666249
امتیاز مشتری	1.666026
شماره صحیح	1.665949
باربری حواله	1.665945
پردازش باربری	1.665945
پردازش باربری حواله	1.665945
بارکد	1.665867
صاحب حساب طریق	1.665665
ارجاع اطلاعات سرفصل	1.665484
اطلاعات سرفصل	1.665484
تطبیق	1.665274
اشکال مقادیر پارامترهای	1.665231
مقادیر پارامترهای	1.665231
مقادیر پارامترهای ورودی	1.665231
پارامترهای ورودی خطای	1.665231
طریق گزارشات سامانه	1.665151
کد شناسه حساب	1.664799
کاربر اشتباه	1.664661
شماره حواله شماره	1.663975
حساب کارمزد	1.663968
ساعت امتحان	1.663412
ساعت امتحان صورت	1.663412
visible	1.663294
المثنی ثبت	1.662732
وضعیت وثیقه گزارش	1.662587
شهاب بانک	1.662469
شهاب بانک مرکزی	1.662469
اشتراکی سامانه	1.662161
سیتواسیون تاریخ روز	1.661890
مبدا کسر	1.661827
بروزسانی	1.661823
تمدید بیمه تمدید	1.661773
استعلام گمرکی پیغام	1.661646
ابلاغ مصوبات مشارکت	1.661595
مجاز دریافت مطابق	1.661197
کارمزد تمدید	1.661134
محاسبه کارمزد وثیقه	1.660947
شناسه صیاد طریق	1.660920
ارتباط سرویس	1.660870
تسهیلات مصوبه	1.660769
سررسید چک	1.660768
شماره مشتری جهت	1.660696
تاریخ ایجاد	1.660619
کارت حقوقی طریق	1.660581
کاربران طریق اقدام	1.660570
انتشار مرحله انتشار	1.660346
منوی گزارش صورتحساب	1.660259
همراه طریق پردازش	1.660116
اطلاعات عملیات	1.659802
ضمانتنامه انجام	1.659779
حواله بنام	1.659528
باکس ارز	1.659421
خطا دریافت کلید	1.659128
پردازش گزارش نرخ	1.658766
بانک حساب	1.658687
مدیریت مجاز	1.658640
مدیریت مجاز مصارف	1.658640
گزارش مدیریت مجاز	1.658640
عقد تسهیلات	1.658587
درخواست معتبر دریافت	1.658309
شعبه حوزه مدیریت	1.658236
توسط شعبه ناظر	1.658122
خلاصه کارمزد دریافتی	1.657867
وضعیت مسدودی	1.657749
خطا مجوز ثبت	1.657459
ملت دریافت جهت	1.657361
محل تبصره	1.657279
تاریخ سیتواسیون صورت	1.656947
ثبت گردیده انجام	1.656947
خطای عملیات مالی	1.656947
دریافت سیتواسیون روز	1.656947
سیتواسیون روز ثبت	1.656947
سیتواسیون صورت برگشت	1.656947
عملیات مالی میسر	1.656947
عملیات مالی گزارش	1.656947
مالی میسر	1.656947
مالی میسر طریق	1.656947
مالی گزارش	1.656947
مالی گزارش سیتواسیون	1.656947
میسر طریق سامانه	1.656947
گردیده انجام عملیات	1.656947
سامانه اداره	1.656911
فیلد مهلت	1.656823
فیلد مهلت پرداخت	1.656823
closed دریافت	1.656638
closed دریافت جهت	1.656638
is closed دریافت	1.656638
object is	1.656638
object is closed	1.656638
operation is	1.656638
operation is not	1.656638
خطای operation is	1.656638
لاک صورت	1.656628
تایید نشده نمایش	1.656402
همراه سامانه	1.656269
قابلیت واریز	1.656193
مجاز دریافت طریق	1.656047
ریالی صورت	1.656001
ارسال دریافت جهت	1.655980
عملیات ثبت قرارداد	1.655560
شماره مشارکت	1.655101
xml	1.654929
جهت اصلاح حساب	1.654720
گزارش کارمزد	1.654085
اسناد تاریخ	1.653935
کارت سامانه بک	1.653425
قسمت بروزرسانی	1.653107
شناسه ملی کد	1.653053
exists	1.653008
exists دریافت	1.653008
واریز واریز	1.652707
درخواست طریق آدرس	1.652210
پایا نمایش	1.651969
قرارداد گزارش بیمه	1.651881
گزارش قرارداد گزارش	1.651881
صورت موجودی	1.651667
عنوان صاحب	1.651487
کارت گزینه	1.651163
تعریف گردیده	1.650979
چک انتخاب	1.650954
ردیف فروش تاریخ	1.650769
مهر ملت	1.650570
شقایق	1.650283
خطا پاسخ	1.650194
تعدیل	1.649868
الکترونیکی دریافت	1.649583
شرایط برداشت جهت	1.649295
کارت مانده	1.649280
بدهی مشتری مصوبات	1.648885
قرارداد نشده قراردادهای	1.648885
مربوطه مبلغ خالص	1.648885
مشتری مصوبات	1.648885
مشتری مصوبات قرارداد	1.648885
نشده قراردادهای	1.648885
نشده قراردادهای اعطا	1.648885
واحد مربوطه مبلغ	1.648885
تسهیلات فعال خطای	1.648530
خطای تسهیلات فعال	1.648530
وضعیت راکد	1.648462
شماره ضمانتنامه شناسه	1.648338
انتقالی اقدام صورت	1.648092
ایجادی طریق	1.648092
ایجادی طریق سامانه	1.648092
بازیابی اطلاعات شناسه	1.648092
بفرد پردازش جهت	1.648092
تسک انتقالی	1.648092
تسک انتقالی اقدام	1.648092
شناسه مشتری تسک	1.648092
فنی بازیابی	1.648092
فنی بازیابی اطلاعات	1.648092
مانده ایجادی طریق	1.648092
مشتری تسک	1.648092
مشتری تسک انتقالی	1.648092
پشتیبانی فنی بازیابی	1.648092
تب	1.647726
مانده صفر	1.647537
پاسخ استعلام بررسی	1.647425
حقوق	1.647248
متمم قرارداد اعتبار	1.646928
مکانیزه ارزی پیغام	1.646869
مشتری ایجاد	1.646833
خطای exception	1.646644
پیغام خطای exception	1.646644
پردازش درخواست متمم	1.646626
set دریافت جهت	1.646541
شماره نام	1.646281
تایید مجدد	1.646220
کارت سوخت پیغام	1.646068
آنی پردازش	1.646038
فایل چک	1.645997
فایل چک نام	1.645997
نمایش پیغام	1.645930
نگهداری	1.645779
اسناد انجام	1.645743
دریافت صورتی قرارداد	1.645674
واریز رقم کنترلی	1.645472
انصراف اعزام	1.645426
مشتری خارجی طریق	1.645337
بررسی پردازش مرکز	1.645156
بازرسی اداره	1.645058
بازرسی اداره ساخت	1.645058
تایید بازرسی اداره	1.645058
تاریخ سررسید ضمانتنامه	1.645048
driver db sql	1.644755
تکمیل فیلد	1.644599
درآمد	1.644500
پیشنهاد سقف تسهیلات	1.644391
کارمزد استعلام	1.644348
حساب منوی	1.643787
پردازش خطا دریافت	1.643664
قبوض طریق	1.643447
اقساط دریافت جهت	1.643388
مبالغ واریزی	1.643319
داخلی طریق اقدام	1.643062
مجوز دسترسی	1.643024
سال سال	1.643017
اجرایی	1.642874
صورت وضعیت	1.642431
شهاب ارسال صورت	1.642417
فرم درخواست	1.641724
مستندات مربوطه	1.641680
cutoff	1.641666
اسناد اشتباه نمایش	1.641639
شماره حساب متمرکز	1.641229
گزارش اقلام	1.640745
حساب حساب وضعیت	1.640680
خطای the specified	1.640510
بهنگام خطای	1.640484
بهنگام خطای شماره	1.640484
طریق طریق	1.640119
شغلی	1.639980
سپرده بلند ارزی	1.639975
لطفا صبر نمایید	1.639903
گزارش موجودی وجه	1.639442
صورتی مشتری فاقد	1.639420
اعتبار حساب میسر	1.639336
اعتبار زمانی پاسخ	1.639316
زمانی پاسخ	1.639316
زمانی پاسخ استعلام	1.639316
لغو استمهال	1.638994
کد ملی تاریخ	1.638690
اعتباری وثیقه	1.638598
مدعی	1.638421
مجوز تمدید	1.638356
jpg	1.638176
بالاتر بررسی خطای	1.637653
پردازش اسناد پیغام	1.637465
قبلا دریافت جهت	1.637294
تنظیمات چاپگر	1.637040
پشتیبانی پوز	1.636888
پشتیبانی پوز فروشگاهی	1.636888
پیغام خطایی	1.636871
توجه وضعیت درخواست	1.636410
سقف اعتبارات اسنادی	1.636401
حداکثر مجاز	1.636284
چک درخواست	1.635896
صورتی محل	1.635607
اینترنتی تسهیلات	1.635597
بانکداری اینترنتی تسهیلات	1.635597
وضیعت	1.635282
پردازش خواست	1.635257
کارت ملی پردازش	1.635209
برقرار نشد	1.635145
حساب اقدام صورت	1.635061
ب	1.634839
واریزهای پیغام	1.634778
پردازش واریزهای پیغام	1.634778
تیره	1.634458
اصلاح فیلد تاریخ	1.634293
اطلاعات پایه بروزرسانی	1.634174
پایه بروزرسانی	1.634174
windows	1.634040
حسابگری واحد	1.634015
سرشماره	1.633976
اعضای حساب اشتراکی	1.633603
نقد پیغام	1.633529
نقد پیغام خطای	1.633529
ارسال گردیده جهت	1.633494
گزارش استعلام چک	1.633482
صورت طریق ثبت	1.633404
بازخرید گواهی سپرده	1.633050
شناسه ملی تکراری	1.633009
حساب ارسال	1.632591
تاریخ سررسید پرداخت	1.632461
وجه پیغام	1.632394
سوئیفت	1.632376
صرفا حساب	1.631810
کارت دریافت جهت	1.631635
حساب خیر	1.631475
کارت ملی مشتری	1.631447
اطلاعات تاریخ سامانه	1.631263
خطای مبلغ بازپرداختی	1.631162
سریال سپرده	1.631108
شماره سریال سپرده	1.631108
دریافت وجوه نقد	1.630885
سامانه MIS پیغام	1.630826
سپرده صورت	1.630602
اطمینان دارید دریافت	1.630536
صدور گواهی حساب	1.630472
ملی شماره حساب	1.630239
کارت نام مشتری	1.630235
رهگیری بررسی	1.629774
کد رهگیری بررسی	1.629774
ناشناخته دریافت جهت	1.629764
حساب حساب شماره	1.629747
گزارش حسابهای تسهیلات	1.629634
فیلد نرخ	1.629298
همراه مشتریان	1.629217
ریست	1.628827
مشتری قبلا	1.628344
برداشت منقضی طریق	1.627767
نگردیده طریق	1.627761
لطفا شعبه	1.627537
ریز عملکرد ساتنا	1.627173
شماره کارت تاریخ	1.627150
اداره سرمایه	1.626926
اداره سرمایه انسانی	1.626926
شعبه مبدا	1.626901
برگشتی مشتری	1.626678
مبارزه	1.626643
شماره قرارداد سری	1.626641
قرارداد سری	1.626641
قرارداد سری سریال	1.626641
صورت جداگانه	1.626361
کد شهاب بانک	1.626314
and language	1.626312
language	1.626312
مقدار مطابق	1.625926
تصویب پیشنهاد مشارکت	1.625885
تمهیدات امنیتی	1.625794
گروه سپرده	1.625710
گروه سپرده خدمات	1.625710
مطالبات دوره معین	1.625652
انتقالی صورت	1.625473
استعلام وضعیت تایید	1.625283
شعب شعبه افتتاح	1.625197
چک شعب شعبه	1.625197
دریافت نشده مبلغی	1.625027
نشده مبلغی	1.625027
استمهالی انتقال	1.624967
تسهیلات عادی استمهالی	1.624967
عادی استمهالی	1.624967
عادی استمهالی انتقال	1.624967
سامانه گمرک	1.624774
همراه مستندات	1.624748
تاریخ واریز	1.624409
انتخاب فیلد	1.624170
وضعیت درخواست شرح	1.623846
زمانی طریق	1.623541
اسناد انتخاب	1.623388
کاهش ضمانتنامه پیغام	1.623273
چک مانده انتقالی	1.623172
انتقال امتیاز بسته	1.623165
X دریافت جهت	1.623154
کارت خطای	1.623083
تغییرات ثبت	1.622353
خدمات تلفنبانک	1.622043
قرارداد امهال	1.621993
وندیا صورت	1.621921
مشتریان تفکیک	1.621895
پردازش درخواست هدیه	1.621429
انسداد تاریخ	1.620849
استفاده خطای	1.620377
استفاده خطای شماره	1.620377
